Abbreviation,Year,RoundNumber,AvgFinishLast3,AvgFinishLast5,DNFRateLast5,AvgLapTime,AvgLapTimeLast3,AvgLapTimeLast5,AvgPitTime,AvgPitTimeLast3,AvgPitTimeLast5,AvgTeamFinishLast3,AvgTeamFinishLast5,TeamDNFRateLast5,AvgTeamPitTime,AvgTeamPitTimeLast3,AvgTeamPitTimeLast5,Event,GridPosition,QualiDelta,Corners,TrackLength,TotalLaps,TrackTemp,AirTemp,Rainfall,SafetyCar,VirtualSafetyCar,RedFlag,Position
HUL,2024,10,13.667,12.4,0.2,80.567,87.323,92.339,22.595,25.697,128.631,14.333,14.8,0.4,24.33,27.5,150.82,Spanish,13.0,0.927,14,4317.01,66.0,41.1,24.13,0.01,False,False,False,11.0
ALO,2024,10,12.0,10.4,0.0,80.877,82.79,88.491,22.178,814.652,497.843,9.0,11.4,0.0,22.39,551.26,342.24,Spanish,10.0,0.745,14,4317.01,66.0,41.1,24.13,0.01,False,False,False,12.0
ZHO,2024,10,15.333,14.8,0.0,80.882,83.947,89.434,23.355,425.195,264.529,14.667,15.0,0.0,23.13,424.55,264.12,Spanish,15.0,1.355,14,4317.01,66.0,41.1,24.13,0.01,False,False,False,13.0
STR,2024,10,10.0,12.4,0.0,81.062,82.786,88.595,22.593,419.51,265.004,8.333,10.0,0.0,22.39,551.26,342.24,Spanish,14.0,0.989,14,4317.01,66.0,41.1,24.13,0.01,False,False,False,14.0
RIC,2024,10,11.0,13.2,0.2,81.33,83.21,89.242,22.196,814.222,497.591,11.333,11.0,0.0,22.2,812.65,496.62,Spanish,18.0,1.692,14,4317.01,66.0,41.1,24.13,0.01,False,False,False,15.0
BOT,2024,10,14.667,16.0,0.2,81.563,83.436,89.272,22.914,421.385,262.073,13.667,14.0,0.0,23.13,424.55,264.12,Spanish,12.0,0.844,14,4317.01,66.0,41.1,24.13,0.01,False,False,False,16.0
MAG,2024,10,14.667,15.8,0.2,81.415,87.354,92.79,26.07,28.826,183.224,11.333,14.6,0.4,24.33,27.5,150.82,Spanish,16.0,1.554,14,4317.01,66.0,41.1,24.13,0.01,False,False,False,17.0
ALB,2024,10,15.333,15.2,0.4,81.383,83.676,89.319,22.483,813.012,496.989,17.333,16.2,0.6,22.45,552.17,340.44,Spanish,20.0,1.77,14,4317.01,66.0,41.1,24.13,0.01,False,False,False,18.0
TSU,2024,10,10.667,11.6,0.2,81.251,83.08,89.034,22.206,810.904,495.538,12.333,11.4,0.0,22.2,812.65,496.62,Spanish,17.0,1.602,14,4317.01,66.0,41.1,24.13,0.01,False,False,False,19.0
SAR,2024,10,17.333,17.8,0.4,82.064,84.698,90.15,22.425,420.505,365.831,18.333,15.8,0.4,22.45,552.17,340.44,Spanish,19.0,2.126,14,4317.01,66.0,41.1,24.13,0.01,False,False,False,20.0
RUS,2024,11,4.0,5.4,0.0,70.428,81.094,83.5,21.447,806.424,494.371,3.667,4.2,0.0,22.96,546.02,338.12,Austrian,3.0,0.526,10,3942.53,71.0,46.42,29.43,0.01,False,True,False,1.0
PIA,2024,11,4.667,6.2,0.0,70.47,81.149,83.397,20.844,801.145,491.872,4.667,4.0,0.0,21.15,802.42,492.37,Austrian,7.0,0.734,10,3942.53,71.0,46.42,29.43,0.01,False,True,False,2.0
SAI,2024,11,8.333,7.0,0.2,70.487,82.439,84.169,21.176,791.662,485.708,10.0,9.8,0.4,23.16,798.38,489.58,Austrian,4.0,0.537,10,3942.53,71.0,46.42,29.43,0.01,False,True,False,3.0
VER,2024,11,2.667,2.2,0.0,70.075,80.862,83.125,24.01,414.756,259.361,9.0,9.2,0.4,25.19,415.5,259.72,Austrian,1.0,0.0,10,3942.53,71.0,46.42,29.43,0.01,False,True,False,5.0
HUL,2024,11,13.667,12.6,0.2,71.125,83.119,88.869,21.75,25.628,24.575,13.333,14.2,0.2,21.69,26.99,26.12,Austrian,9.0,1.071,10,3942.53,71.0,46.42,29.43,0.01,False,True,False,6.0
PER,2024,11,14.667,11.2,0.4,71.057,83.562,88.709,27.56,26.773,24.923,4.667,6.6,0.2,25.19,415.5,259.72,Austrian,8.0,0.888,10,3942.53,71.0,46.42,29.43,0.01,False,True,False,7.0
MAG,2024,11,16.333,16.0,0.2,71.253,83.361,89.211,21.653,28.225,27.386,11.333,11.4,0.0,21.69,26.99,26.12,Austrian,12.0,1.033,10,3942.53,71.0,46.42,29.43,0.01,False,True,False,8.0
RIC,2024,11,11.667,12.6,0.0,71.259,82.796,84.927,21.176,811.579,497.5,16.0,13.6,0.0,21.82,810.06,496.51,Austrian,11.0,0.975,10,3942.53,71.0,46.42,29.43,0.01,False,True,False,9.0
GAS,2024,11,9.333,11.2,0.0,71.236,82.388,84.58,21.776,810.123,496.648,9.667,11.0,0.2,21.75,809.72,496.45,Austrian,13.0,1.045,10,3942.53,71.0,46.42,29.43,0.01,False,True,False,10.0
LEC,2024,11,8.333,6.2,0.2,70.568,83.048,84.468,24.147,805.088,493.458,4.667,9.8,0.4,23.16,798.38,489.58,Austrian,6.0,0.73,10,3942.53,71.0,46.42,29.43,0.01,False,True,False,11.0
OCO,2024,11,12.333,12.2,0.2,71.365,83.356,89.07,21.727,25.686,24.576,9.667,9.6,0.0,21.75,809.72,496.45,Austrian,10.0,1.569,10,3942.53,71.0,46.42,29.43,0.01,False,True,False,12.0
STR,2024,11,11.667,12.2,0.0,71.526,82.454,84.534,21.501,416.999,260.792,11.0,10.6,0.0,24.19,548.56,339.77,Austrian,17.0,1.505,10,3942.53,71.0,46.42,29.43,0.01,False,True,False,13.0
TSU,2024,11,13.667,11.6,0.0,71.513,82.687,84.701,22.464,808.385,495.43,14.333,13.0,0.0,21.82,810.06,496.51,Austrian,14.0,1.098,10,3942.53,71.0,46.42,29.43,0.01,False,True,False,14.0
ALB,2024,11,14.667,16.4,0.4,71.508,83.444,85.166,21.698,809.439,496.816,19.333,18.0,0.4,23.95,548.73,340.3,Austrian,16.0,1.422,10,3942.53,71.0,46.42,29.43,0.01,False,True,False,15.0
BOT,2024,11,14.0,15.2,0.0,71.629,82.979,85.067,21.932,418.932,262.062,14.667,14.6,0.0,22.14,422.18,263.99,Austrian,18.0,1.533,10,3942.53,71.0,46.42,29.43,0.01,False,True,False,16.0
ZHO,2024,11,14.667,14.6,0.0,71.887,83.321,85.255,22.351,422.914,264.393,15.0,14.6,0.0,22.14,422.18,263.99,Austrian,20.0,1.747,10,3942.53,71.0,46.42,29.43,0.01,False,True,False,17.0
ALO,2024,11,9.667,11.4,0.0,71.488,82.319,84.512,25.989,811.848,497.698,13.0,10.4,0.0,24.19,548.56,339.77,Austrian,15.0,1.325,10,3942.53,71.0,46.42,29.43,0.01,False,True,False,18.0
SAR,2024,11,18.333,18.4,0.4,72.059,84.444,86.042,25.45,420.47,261.377,17.667,18.0,0.4,23.95,548.73,340.3,Austrian,19.0,1.542,10,3942.53,71.0,46.42,29.43,0.01,False,True,False,19.0
NOR,2024,11,2.667,2.2,0.0,70.23,80.961,83.175,21.459,803.695,492.596,3.667,3.6,0.0,21.15,802.42,492.37,Austrian,2.0,0.404,10,3942.53,71.0,46.42,29.43,0.01,False,True,False,20.0
HAM,2024,12,3.667,4.8,0.0,93.623,78.49,79.033,29.513,23.888,260.177,3.0,3.2,0.0,30.39,23.82,338.14,British,2.0,0.171,18,5676.15,52.0,27.67,15.77,0.35,False,False,False,1.0
VER,2024,12,2.333,2.8,0.0,93.976,78.093,78.704,28.811,23.401,259.713,6.667,7.8,0.2,29.4,24.54,260.33,British,4.0,0.384,18,5676.15,52.0,27.67,15.77,0.35,False,False,False,2.0
NOR,2024,12,8.0,6.0,0.0,93.962,78.187,78.795,29.552,22.403,492.477,9.667,7.2,0.0,29.51,22.34,491.64,British,3.0,0.211,18,5676.15,52.0,27.67,15.77,0.35,False,False,False,3.0
PIA,2024,12,4.667,4.0,0.0,93.948,78.464,78.997,29.468,22.279,490.8,8.333,6.8,0.0,29.51,22.34,491.64,British,5.0,0.418,18,5676.15,52.0,27.67,15.77,0.35,False,False,False,4.0
SAI,2024,12,8.333,6.6,0.2,94.394,79.761,79.801,28.955,23.116,485.325,6.667,8.8,0.2,28.95,25.34,489.73,British,7.0,0.69,18,5676.15,52.0,27.67,15.77,0.35,False,False,False,5.0
HUL,2024,12,9.333,11.6,0.2,95.003,79.301,82.732,29.962,22.943,24.287,10.333,10.8,0.0,29.99,24.04,25.7,British,6.0,0.519,18,5676.15,52.0,27.67,15.77,0.35,False,False,False,6.0
STR,2024,12,11.333,11.4,0.0,95.071,79.648,80.189,29.245,22.925,260.525,15.0,12.8,0.0,29.4,23.66,340.07,British,8.0,0.766,18,5676.15,52.0,27.67,15.77,0.35,False,False,False,7.0
ALO,2024,12,12.0,13.2,0.0,94.879,79.307,80.147,29.548,24.094,498.424,12.667,12.8,0.0,29.4,23.66,340.07,British,10.0,1.098,18,5676.15,52.0,27.67,15.77,0.35,False,False,False,8.0
ALB,2024,12,16.667,15.8,0.4,94.53,80.558,80.784,32.134,22.987,496.643,18.0,18.4,0.2,31.64,23.73,340.58,British,9.0,0.821,18,5676.15,52.0,27.67,15.77,0.35,False,False,False,9.0
TSU,2024,12,15.667,13.0,0.0,95.242,79.866,80.401,29.81,23.428,495.477,14.0,14.2,0.0,29.6,23.53,496.39,British,13.0,1.45,18,5676.15,52.0,27.67,15.77,0.35,False,False,False,10.0
SAR,2024,12,19.667,18.2,0.2,95.375,81.663,81.643,31.146,418.593,261.878,14.333,16.2,0.0,31.64,23.73,340.58,British,12.0,1.356,18,5676.15,52.0,27.67,15.77,0.35,False,False,False,11.0
MAG,2024,12,12.333,13.8,0.2,95.126,79.619,82.946,30.024,25.005,26.84,6.667,9.6,0.0,29.99,24.04,25.7,British,17.0,7.086,18,5676.15,52.0,27.67,15.77,0.35,False,False,False,12.0
RIC,2024,12,10.667,11.4,0.0,95.537,79.693,80.444,29.388,23.479,497.208,11.0,13.4,0.0,29.6,23.53,496.39,British,15.0,2.13,18,5676.15,52.0,27.67,15.77,0.35,False,False,False,13.0
LEC,2024,12,11.667,7.8,0.2,95.46,80.424,80.133,28.943,27.221,493.929,6.333,6.0,0.0,28.95,25.34,489.73,British,11.0,1.278,18,5676.15,52.0,27.67,15.77,0.35,False,False,False,14.0
BOT,2024,12,15.0,15.2,0.0,96.154,80.066,80.7,31.054,23.226,261.8,16.333,15.4,0.0,30.53,27.14,263.78,British,16.0,6.612,18,5676.15,52.0,27.67,15.77,0.35,False,False,False,15.0
OCO,2024,12,10.667,12.6,0.2,96.487,79.541,82.954,28.794,22.705,24.306,10.667,10.2,0.0,28.79,23.11,496.28,British,18.0,8.738,18,5676.15,52.0,27.67,15.77,0.35,False,False,False,16.0
PER,2024,12,11.0,11.8,0.4,96.8,80.055,82.833,29.69,26.103,26.002,4.667,4.6,0.0,29.4,24.54,260.33,British,20.0,12.529,18,5676.15,52.0,27.67,15.77,0.35,False,False,False,17.0
ZHO,2024,12,15.0,15.2,0.0,97.556,80.31,80.922,30.274,28.536,264.258,16.0,15.4,0.0,30.53,27.14,263.78,British,14.0,2.048,18,5676.15,52.0,27.67,15.77,0.35,False,False,False,18.0
RUS,2024,12,2.667,4.0,0.0,94.073,78.373,78.966,32.139,23.745,494.091,2.0,2.6,0.0,30.39,23.82,338.14,British,1.0,0.0,18,5676.15,52.0,27.67,15.77,0.35,False,False,False,19.0
PIA,2024,13,4.333,4.0,0.0,83.325,81.466,81.573,21.764,24.213,490.749,9.0,7.2,0.0,21.63,24.28,491.58,Hungarian,2.0,0.022,16,4066.56,70.0,44.92,28.82,0.0,False,False,False,1.0
NOR,2024,13,8.333,6.2,0.0,83.403,81.263,81.415,21.502,24.349,492.419,2.667,6.0,0.0,21.63,24.28,491.58,Hungarian,1.0,0.0,16,4066.56,70.0,44.92,28.82,0.0,False,False,False,2.0
HAM,2024,13,2.667,3.8,0.0,83.543,81.382,81.495,21.621,25.2,260.159,8.0,5.8,0.2,21.48,25.36,338.28,Hungarian,5.0,0.627,16,4066.56,70.0,44.92,28.82,0.0,False,False,False,3.0
LEC,2024,13,10.0,10.0,0.2,83.591,81.968,83.034,21.762,25.008,493.671,10.0,7.8,0.0,21.64,24.73,489.45,Hungarian,6.0,0.678,16,4066.56,70.0,44.92,28.82,0.0,False,False,False,4.0
VER,2024,13,2.667,3.0,0.0,83.677,81.208,81.328,21.786,24.936,259.418,8.667,7.8,0.0,21.49,25.46,260.22,Hungarian,3.0,0.046,16,4066.56,70.0,44.92,28.82,0.0,False,False,False,5.0
SAI,2024,13,4.667,6.6,0.2,83.625,81.617,82.44,21.516,24.118,485.023,7.667,7.4,0.0,21.64,24.73,489.45,Hungarian,4.0,0.469,16,4066.56,70.0,44.92,28.82,0.0,False,False,False,6.0
PER,2024,13,10.667,13.6,0.4,83.818,82.643,83.709,21.191,26.303,27.514,8.0,7.2,0.0,21.49,25.46,260.22,Hungarian,16.0,2.659,16,4066.56,70.0,44.92,28.82,0.0,False,False,False,7.0
RUS,2024,13,8.0,6.4,0.2,83.925,81.449,81.557,21.346,25.812,494.572,7.667,5.6,0.2,21.48,25.36,338.28,Hungarian,17.0,2.741,16,4066.56,70.0,44.92,28.82,0.0,False,False,False,8.0
TSU,2024,13,14.333,13.0,0.0,84.684,82.669,82.963,21.478,24.827,495.486,12.333,13.0,0.0,21.32,24.54,496.32,Hungarian,10.0,1.25,16,4066.56,70.0,44.92,28.82,0.0,False,False,False,9.0
STR,2024,13,11.333,11.0,0.0,84.385,82.553,82.792,22.876,24.446,260.348,11.0,12.0,0.0,22.54,25.33,339.86,Hungarian,8.0,1.017,16,4066.56,70.0,44.92,28.82,0.0,False,False,False,10.0
ALO,2024,13,12.667,11.0,0.0,84.538,82.415,82.665,22.208,25.905,498.216,8.333,11.2,0.0,22.54,25.33,339.86,Hungarian,7.0,0.816,16,4066.56,70.0,44.92,28.82,0.0,False,False,False,11.0
RIC,2024,13,12.333,11.4,0.0,84.815,82.709,83.037,21.237,24.254,497.06,10.667,11.0,0.0,21.32,24.54,496.32,Hungarian,9.0,1.22,16,4066.56,70.0,44.92,28.82,0.0,False,False,False,12.0
HUL,2024,13,7.667,10.6,0.2,84.977,82.232,83.097,22.465,24.769,25.719,8.667,9.8,0.0,22.33,25.34,26.53,Hungarian,11.0,1.09,16,4066.56,70.0,44.92,28.82,0.0,False,False,False,13.0
ALB,2024,13,14.0,13.6,0.2,85.056,82.474,83.274,22.831,25.438,496.43,13.0,14.8,0.0,22.13,26.01,340.35,Hungarian,13.0,1.202,16,4066.56,70.0,44.92,28.82,0.0,False,False,False,14.0
MAG,2024,13,12.333,13.8,0.2,85.179,82.598,83.292,22.188,25.916,27.27,10.333,9.0,0.0,22.33,25.34,26.53,Hungarian,15.0,1.321,16,4066.56,70.0,44.92,28.82,0.0,False,False,False,15.0
BOT,2024,13,15.667,14.6,0.0,85.157,83.115,83.344,22.016,25.3,261.956,16.667,16.4,0.0,22.04,25.27,263.84,Hungarian,12.0,1.157,16,4066.56,70.0,44.92,28.82,0.0,False,False,False,16.0
SAR,2024,13,16.667,17.0,0.2,84.953,83.166,84.153,21.659,26.34,263.601,11.333,13.6,0.0,22.13,26.01,340.35,Hungarian,14.0,1.316,16,4066.56,70.0,44.92,28.82,0.0,False,False,False,17.0
OCO,2024,13,12.667,13.0,0.2,85.043,82.816,83.584,21.495,24.15,25.516,16.0,13.6,0.2,21.47,24.48,495.94,Hungarian,19.0,2.822,16,4066.56,70.0,44.92,28.82,0.0,False,False,False,18.0
ZHO,2024,13,16.0,15.8,0.0,85.375,83.442,83.881,22.054,25.327,264.273,16.333,16.4,0.0,22.04,25.27,263.84,Hungarian,18.0,2.81,16,4066.56,70.0,44.92,28.82,0.0,False,False,False,19.0
GAS,2024,13,13.0,11.6,0.2,85.586,79.385,80.167,21.397,23.518,496.498,18.0,15.2,0.2,21.47,24.48,495.94,Hungarian,20.0,2.939,16,4066.56,70.0,44.92,28.82,0.0,False,False,False,20.0
HAM,2024,14,2.667,3.0,0.0,108.005,82.621,82.527,22.932,25.2,24.56,10.0,7.0,0.2,22.85,24.94,24.67,Belgian,3.0,0.676,19,6736.97,44.0,42.27,21.33,0.0,False,False,False,1.0
PIA,2024,14,2.333,3.8,0.0,108.037,82.581,82.533,23.464,24.026,23.614,2.333,6.0,0.0,23.07,24.1,23.63,Belgian,5.0,0.868,19,6736.97,44.0,42.27,21.33,0.0,False,False,False,2.0
LEC,2024,14,9.667,10.6,0.2,108.272,83.206,84.065,23.386,24.951,26.474,8.0,8.0,0.0,23.18,24.58,25.32,Belgian,1.0,0.595,19,6736.97,44.0,42.27,21.33,0.0,False,False,False,3.0
VER,2024,14,4.0,2.8,0.0,108.183,82.576,82.386,23.032,24.869,24.16,9.667,7.6,0.0,22.79,25.36,24.9,Belgian,11.0,0.0,19,6736.97,44.0,42.27,21.33,0.0,False,False,False,4.0
NOR,2024,14,8.333,5.8,0.0,108.229,82.531,82.385,22.68,24.171,23.653,1.667,2.4,0.0,23.07,24.1,23.63,Belgian,4.0,0.822,19,6736.97,44.0,42.27,21.33,0.0,False,False,False,5.0
SAI,2024,14,4.667,7.2,0.2,108.481,82.836,83.46,22.972,23.882,23.964,4.333,6.4,0.0,23.18,24.58,25.32,Belgian,7.0,1.318,19,6736.97,44.0,42.27,21.33,0.0,False,False,False,6.0
PER,2024,14,10.333,11.4,0.2,108.523,83.892,84.157,22.635,26.147,25.838,5.333,7.0,0.0,22.79,25.36,24.9,Belgian,2.0,0.606,19,6736.97,44.0,42.27,21.33,0.0,False,False,False,7.0
ALO,2024,14,12.333,11.0,0.0,109.556,83.635,83.468,23.116,25.915,24.808,9.667,10.8,0.0,23.0,25.38,24.58,Belgian,8.0,1.606,19,6736.97,44.0,42.27,21.33,0.0,False,False,False,8.0
OCO,2024,14,15.333,13.2,0.0,109.166,84.298,84.031,23.476,24.005,23.681,19.333,17.2,0.4,23.21,24.0,23.92,Belgian,9.0,1.651,19,6736.97,44.0,42.27,21.33,0.0,False,False,False,9.0
RIC,2024,14,11.333,11.4,0.0,109.109,83.87,83.886,22.444,23.934,24.213,11.333,11.6,0.0,22.77,24.25,24.3,Belgian,13.0,1.523,19,6736.97,44.0,42.27,21.33,0.0,False,False,False,10.0
STR,2024,14,10.0,10.2,0.0,109.725,83.661,83.68,22.884,24.541,24.179,9.667,8.8,0.0,23.0,25.38,24.58,Belgian,15.0,2.557,19,6736.97,44.0,42.27,21.33,0.0,False,False,False,11.0
ALB,2024,14,12.667,14.6,0.2,109.419,83.698,84.252,23.186,25.554,24.785,14.0,14.0,0.0,23.3,25.91,24.99,Belgian,10.0,1.314,19,6736.97,44.0,42.27,21.33,0.0,False,False,False,12.0
GAS,2024,14,16.667,13.6,0.4,109.378,79.074,80.797,22.94,22.343,494.708,15.667,16.6,0.4,23.21,24.0,23.92,Belgian,12.0,1.476,19,6736.97,44.0,42.27,21.33,0.0,False,False,False,13.0
MAG,2024,14,11.667,12.8,0.0,109.865,83.853,83.833,23.58,24.622,25.446,13.333,10.8,0.0,23.49,24.67,24.89,Belgian,17.0,3.341,19,6736.97,44.0,42.27,21.33,0.0,False,False,False,14.0
BOT,2024,14,15.667,15.2,0.0,109.622,84.313,84.302,23.136,25.001,24.55,17.667,17.0,0.0,23.14,24.9,26.8,Belgian,14.0,1.605,19,6736.97,44.0,42.27,21.33,0.0,False,False,False,15.0
TSU,2024,14,11.0,13.2,0.0,110.022,83.813,83.905,23.423,24.584,24.314,10.333,10.8,0.0,22.77,24.25,24.3,Belgian,20.0,3.434,19,6736.97,44.0,42.27,21.33,0.0,False,False,False,16.0
SAR,2024,14,15.667,17.4,0.2,109.825,84.129,85.063,23.42,26.085,261.717,14.333,12.6,0.0,23.3,25.91,24.99,Belgian,18.0,4.071,19,6736.97,44.0,42.27,21.33,0.0,False,False,False,17.0
HUL,2024,14,8.333,9.4,0.0,109.9,83.701,83.577,23.448,24.726,24.251,14.0,12.0,0.0,23.49,24.67,24.89,Belgian,16.0,3.149,19,6736.97,44.0,42.27,21.33,0.0,False,False,False,18.0
RUS,2024,14,9.333,7.0,0.2,108.419,82.809,82.624,22.684,24.977,24.944,4.0,6.4,0.2,22.85,24.94,24.67,Belgian,6.0,1.025,19,6736.97,44.0,42.27,21.33,0.0,False,False,False,20.0
NOR,2024,15,3.333,6.4,0.0,75.221,95.198,87.084,21.52,24.578,23.446,3.0,2.8,0.0,21.3,24.74,23.51,Dutch,1.0,0.0,14,3747.58,72.0,30.81,19.01,0.0,False,False,False,1.0
VER,2024,15,3.667,3.4,0.0,75.566,95.279,87.097,20.749,24.543,23.925,6.0,8.0,0.0,21.87,24.56,24.13,Dutch,2.0,0.356,14,3747.58,72.0,30.81,19.01,0.0,False,False,False,2.0
LEC,2024,15,7.0,7.4,0.0,75.572,95.774,87.553,20.821,24.697,24.034,5.0,6.6,0.0,20.75,24.59,23.8,Dutch,6.0,0.909,14,3747.58,72.0,30.81,19.01,0.0,False,False,False,3.0
PIA,2024,15,2.333,3.2,0.0,75.596,95.103,87.152,21.079,24.899,23.574,2.667,2.2,0.0,21.3,24.74,23.51,Dutch,3.0,0.499,14,3747.58,72.0,30.81,19.01,0.0,False,False,False,4.0
SAI,2024,15,5.667,5.2,0.0,75.624,95.5,87.392,20.686,24.481,23.368,4.0,4.4,0.0,20.75,24.59,23.8,Dutch,10.0,1.241,14,3747.58,72.0,30.81,19.01,0.0,False,False,False,5.0
PER,2024,15,10.333,9.2,0.0,75.716,96.38,88.054,22.992,24.505,24.547,4.333,5.0,0.0,21.87,24.56,24.13,Dutch,5.0,0.743,14,3747.58,72.0,30.81,19.01,0.0,False,False,False,6.0
RUS,2024,15,15.667,10.4,0.4,75.539,95.472,87.338,21.356,25.39,24.293,9.667,10.2,0.4,21.24,24.91,24.08,Dutch,4.0,0.571,14,3747.58,72.0,30.81,19.01,0.0,False,False,False,7.0
HAM,2024,15,1.667,2.4,0.0,75.538,95.057,87.139,21.118,24.689,24.031,9.333,7.8,0.2,21.24,24.91,24.08,Dutch,14.0,1.275,14,3747.58,72.0,30.81,19.01,0.0,False,False,False,8.0
GAS,2024,15,17.667,14.4,0.4,76.343,88.733,86.624,22.581,22.037,22.978,14.0,16.0,0.4,21.81,24.49,23.62,Dutch,9.0,1.304,14,3747.58,72.0,30.81,19.01,0.0,False,False,False,9.0
ALO,2024,15,9.0,11.4,0.0,76.42,96.324,88.267,21.279,24.958,24.608,10.0,9.6,0.0,21.46,24.98,24.3,Dutch,7.0,0.96,14,3747.58,72.0,30.81,19.01,0.0,False,False,False,10.0
HUL,2024,15,12.333,10.8,0.0,76.496,96.627,88.314,21.731,25.292,24.044,15.667,14.4,0.0,21.56,25.27,24.37,Dutch,12.0,1.542,14,3747.58,72.0,30.81,19.01,0.0,False,False,False,11.0
RIC,2024,15,11.667,11.8,0.0,76.487,96.487,88.41,20.706,24.356,23.289,12.667,12.0,0.0,20.94,24.56,23.54,Dutch,13.0,2.27,14,3747.58,72.0,30.81,19.01,0.0,False,False,False,12.0
STR,2024,15,9.333,11.0,0.0,76.542,96.394,88.354,21.642,25.002,23.82,9.667,10.0,0.0,21.46,24.98,24.3,Dutch,8.0,1.184,14,3747.58,72.0,30.81,19.01,0.0,False,False,False,13.0
ALB,2024,15,11.667,13.6,0.0,76.478,96.335,88.379,21.116,26.05,24.467,15.333,14.2,0.0,21.44,25.69,24.69,Dutch,19.0,0.98,14,3747.58,72.0,30.81,19.01,0.0,False,False,False,14.0
OCO,2024,15,14.333,13.0,0.0,76.875,96.899,88.531,21.033,24.588,23.484,10.333,13.8,0.2,21.81,24.49,23.62,Dutch,15.0,2.322,14,3747.58,72.0,30.81,19.01,0.0,False,False,False,15.0
SAR,2024,15,15.0,16.8,0.0,77.079,96.718,88.855,22.098,25.409,24.82,14.333,14.8,0.0,21.44,25.69,24.69,Dutch,18.0,4.306,14,3747.58,72.0,30.81,19.01,0.0,False,False,False,16.0
TSU,2024,15,11.667,13.6,0.0,76.833,96.649,88.542,21.054,24.904,23.876,12.667,11.8,0.0,20.94,24.56,23.54,Dutch,11.0,1.282,14,3747.58,72.0,30.81,19.01,0.0,False,False,False,17.0
MAG,2024,15,13.667,13.2,0.0,76.983,96.724,88.568,21.391,25.264,24.703,14.333,14.2,0.0,21.56,25.27,24.37,Dutch,20.0,1.622,14,3747.58,72.0,30.81,19.01,0.0,False,False,False,18.0
BOT,2024,15,15.333,15.6,0.0,77.014,96.978,88.825,20.947,25.402,24.211,17.667,17.4,0.2,21.27,25.24,24.2,Dutch,16.0,2.495,14,3747.58,72.0,30.81,19.01,0.0,False,False,False,19.0
LEC,2024,16,3.333,7.0,0.0,83.949,89.145,86.692,24.419,21.99,23.812,4.667,4.6,0.0,24.37,21.86,23.54,Italian,4.0,0.134,11,5185.06,53.0,49.31,33.1,0.0,False,False,False,1.0
PIA,2024,16,2.333,2.6,0.0,83.542,88.986,86.275,24.27,22.102,23.324,3.333,2.8,0.0,24.39,22.0,23.33,Italian,2.0,0.109,11,5185.06,53.0,49.31,33.1,0.0,False,False,False,2.0
NOR,2024,16,2.667,6.2,0.0,83.579,88.951,86.209,24.518,21.901,23.343,2.333,2.8,0.0,24.39,22.0,23.33,Italian,1.0,0.0,11,5185.06,53.0,49.31,33.1,0.0,False,False,False,3.0
SAI,2024,16,5.667,5.0,0.0,84.212,89.243,86.522,24.316,21.725,23.061,3.0,3.6,0.0,24.37,21.86,23.54,Italian,5.0,0.14,11,5185.06,53.0,49.31,33.1,0.0,False,False,False,4.0
HAM,2024,16,4.0,3.4,0.0,83.897,89.029,86.281,24.472,21.891,23.93,11.667,8.8,0.2,26.99,21.86,23.78,Italian,6.0,0.186,11,5185.06,53.0,49.31,33.1,0.0,False,False,False,5.0
VER,2024,16,3.667,3.6,0.0,84.124,89.142,86.295,26.019,21.856,23.678,5.0,5.2,0.0,25.16,22.05,24.15,Italian,7.0,0.695,11,5185.06,53.0,49.31,33.1,0.0,False,False,False,6.0
RUS,2024,16,11.667,11.0,0.4,83.955,89.294,86.477,29.518,21.795,23.794,6.667,8.2,0.2,26.99,21.86,23.78,Italian,3.0,0.113,11,5185.06,53.0,49.31,33.1,0.0,False,False,False,7.0
PER,2024,16,6.667,8.8,0.0,84.499,89.352,87.183,24.306,22.273,24.814,4.667,5.0,0.0,25.16,22.05,24.15,Italian,8.0,0.735,11,5185.06,53.0,49.31,33.1,0.0,False,False,False,8.0
ALB,2024,16,13.333,12.8,0.0,85.113,90.318,87.398,24.8,22.378,24.193,15.667,15.2,0.0,24.99,22.29,24.49,Italian,9.0,0.972,11,5185.06,53.0,49.31,33.1,0.0,False,False,False,9.0
MAG,2024,16,15.667,13.4,0.0,84.931,90.676,87.681,25.669,22.386,23.767,15.667,15.2,0.0,33.69,22.46,23.81,Italian,13.0,1.371,11,5185.06,53.0,49.31,33.1,0.0,False,False,False,10.0
ALO,2024,16,9.667,11.0,0.0,84.737,90.171,87.376,24.718,22.201,24.428,11.333,10.6,0.0,24.8,22.33,24.12,Italian,11.0,1.094,11,5185.06,53.0,49.31,33.1,0.0,False,False,False,11.0
RIC,2024,16,11.333,11.2,0.0,85.221,90.137,87.441,30.393,21.462,22.99,15.0,13.4,0.0,30.39,21.68,23.29,Italian,12.0,1.152,11,5185.06,53.0,49.31,33.1,0.0,False,False,False,13.0
OCO,2024,16,14.0,14.0,0.0,85.765,90.361,87.787,24.194,22.001,23.305,12.333,13.2,0.2,24.26,22.16,23.41,Italian,15.0,1.439,11,5185.06,53.0,49.31,33.1,0.0,False,False,False,14.0
