DriverNumber,Abbreviation,TeamName,GridPosition,Position,Status,Year,Event,RoundNumber,SessionType,Finished,AvgFinishLast3,AvgFinishLast5,DNFRateLast5,AvgLapTime,AvgLapTimeLast3,AvgLapTimeLast5,AvgPitTime,AvgPitTimeLast3,AvgPitTimeLast5
77,BOT,Kick Sauber,19.0,13.0,Finished,2024,Canadian,9,Race,True,15.666666666666666,16.2,0.2,87.00572727272727,85.5886951353511,91.72457251599326,24.83,420.8548333333333,365.96009999999995
22,TSU,RB,8.0,14.0,Finished,2024,Canadian,9,Race,True,8.333333333333334,10.8,0.2,86.83321818181818,85.14051479885057,91.25075855251296,25.613,809.7776666666667,599.1229333333333
24,ZHO,Kick Sauber,20.0,15.0,Lapped,2024,Canadian,9,Race,True,15.0,15.4,0.2,88.1607037037037,85.7449642334816,92.59446520675563,39.903333333333336,419.5691666666666,365.4069666666666
55,SAI,Ferrari,12.0,16.0,Retired,2024,Canadian,9,Race,False,4.333333333333333,4.2,0.0,88.82540909090909,84.01679020467837,89.93671856725146,25.951,793.456,589.0256666666667
23,ALB,Williams,10.0,17.0,Retired,2024,Canadian,9,Race,False,15.666666666666666,15.8,0.4,88.78314285714285,85.22131777777777,88.15593105691057,24.7805,812.2725833333334,495.55155
11,PER,Red Bull Racing,16.0,18.0,Retired,2024,Canadian,9,Race,False,10.0,7.0,0.2,89.03548780487804,91.47904429332738,90.53852798189213,29.0885,24.623,126.51526666666669
16,LEC,Ferrari,11.0,19.0,Retired,2024,Canadian,9,Race,False,2.3333333333333335,3.0,0.0,90.82864516129032,83.87905105808306,89.90691245303165,35.584,803.2586666666666,803.0427999999999
2,SAR,Williams,13.0,20.0,Retired,2024,Canadian,9,Race,False,17.333333333333332,17.2,0.2,90.86561111111111,85.76077187125492,91.72425185678314,,,
1,VER,Red Bull Racing,2.0,1.0,Finished,2024,Spanish,10,Race,True,2.6666666666666665,2.2,0.0,79.57422950819672,81.28967237067894,87.16611059294999,21.987000000000002,417.52299999999997,259.4431
4,NOR,McLaren,1.0,2.0,Finished,2024,Spanish,10,Race,True,2.6666666666666665,2.2,0.0,79.59735,81.38206621603445,87.38442591143884,22.035,806.2974999999998,492.63409999999993
44,HAM,Mercedes,3.0,3.0,Finished,2024,Spanish,10,Race,True,5.666666666666667,6.4,0.0,79.8253275862069,81.54676350268414,87.85458488732476,21.622999999999998,418.26522222222223,
63,RUS,Mercedes,4.0,4.0,Finished,2024,Spanish,10,Race,True,5.0,5.8,0.0,79.84675409836066,81.51867587519547,87.7683541793616,23.849,808.3866666666668,494.11280000000005
16,LEC,Ferrari,5.0,5.0,Finished,2024,Spanish,10,Race,True,7.666666666666667,6.0,0.2,79.87601639344263,83.40700222295762,88.68899148528972,21.932499999999997,807.8549999999999,493.51399999999995
55,SAI,Ferrari,6.0,6.0,Finished,2024,Spanish,10,Race,True,8.0,6.8,0.2,79.96998305084746,82.8492182349814,88.41575594098884,22.2215,794.4093333333334,485.77380000000005
81,PIA,McLaren,9.0,7.0,Finished,2024,Spanish,10,Race,True,3.6666666666666665,6.4,0.0,79.98116393442622,81.51157631578947,87.72916970031461,22.3275,803.6091666666666,491.8854
11,PER,Red Bull Racing,11.0,8.0,Finished,2024,Spanish,10,Race,True,14.666666666666666,10.2,0.4,80.07250847457628,87.67804816479467,91.95026635919426,21.659000000000002,26.929833333333335,128.81796666666668
10,GAS,Alpine,7.0,9.0,Finished,2024,Spanish,10,Race,True,11.666666666666666,12.0,0.0,80.39932786885247,83.066334354067,88.79879283211983,23.8575,812.2861666666666,497.6342333333333
31,OCO,Alpine,8.0,10.0,Finished,2024,Spanish,10,Race,True,13.666666666666666,12.4,0.2,80.59660655737704,87.60366753141936,92.87935455611868,21.930500000000002,25.956999999999997,129.07036666666664
27,HUL,Haas F1 Team,13.0,11.0,Finished,2024,Spanish,10,Race,True,13.666666666666666,12.4,0.2,80.5672786885246,87.322583625731,92.33867125944944,22.595,25.696833333333373,128.63070000000002
14,ALO,Aston Martin,10.0,12.0,Lapped,2024,Spanish,10,Race,True,12.0,10.4,0.0,80.87696610169492,82.79005279891764,88.49070221126547,22.1785,814.6514999999999,497.8429666666666
24,ZHO,Kick Sauber,15.0,13.0,Lapped,2024,Spanish,10,Race,True,15.333333333333334,14.8,0.0,80.88173333333334,83.94669525528353,89.43443928082971,23.355,425.1952777777777,264.52930000000003
18,STR,Aston Martin,14.0,14.0,Lapped,2024,Spanish,10,Race,True,10.0,12.4,0.0,81.0616,82.78642337662336,88.59486664502164,22.593,419.51033333333334,265.00435000000004
3,RIC,RB,18.0,15.0,Lapped,2024,Spanish,10,Race,True,11.0,13.2,0.2,81.32974576271187,83.21008057996363,89.2415712504725,22.1965,814.2224999999999,497.5909
77,BOT,Kick Sauber,12.0,16.0,Lapped,2024,Spanish,10,Race,True,14.666666666666666,16.0,0.2,81.56311666666667,83.4355616730687,89.27158753575613,22.9145,421.3846666666666,262.0729
20,MAG,Haas F1 Team,16.0,17.0,Lapped,2024,Spanish,10,Race,True,14.666666666666666,15.8,0.2,81.41498333333334,87.35352922411903,92.79041515351904,26.07,28.825722222222183,183.22363333333334
23,ALB,Williams,20.0,18.0,Lapped,2024,Spanish,10,Race,True,15.333333333333334,15.2,0.4,81.38272413793104,83.6761273015873,89.31884362833914,22.483,813.01175,496.98895000000005
22,TSU,RB,17.0,19.0,Lapped,2024,Spanish,10,Race,True,10.666666666666666,11.6,0.2,81.25125,83.08044169278996,89.03424663332105,22.206333333333333,810.9043333333333,495.53779999999995
2,SAR,Williams,19.0,20.0,Lapped,2024,Spanish,10,Race,True,17.333333333333332,17.8,0.4,82.06378947368422,84.69818769617073,90.15011217424346,22.424500000000002,420.50516666666664,365.8308333333333
63,RUS,Mercedes,3.0,1.0,Finished,2024,Austrian,11,Race,True,4.0,5.4,0.0,70.4275076923077,81.09401344821224,83.49979547522419,21.447,806.4240000000001,494.3714000000001
81,PIA,McLaren,7.0,2.0,Finished,2024,Austrian,11,Race,True,4.666666666666667,6.2,0.0,70.469609375,81.14877540504266,83.3974977252951,20.8445,801.1446666666666,491.8718
55,SAI,Ferrari,4.0,3.0,Finished,2024,Austrian,11,Race,True,8.333333333333334,7.0,0.2,70.48738461538461,82.43949036304166,84.16915255115832,21.176499999999997,791.6618333333334,485.7081000000001
44,HAM,Mercedes,5.0,4.0,Finished,2024,Austrian,11,Race,True,4.666666666666667,5.2,0.0,70.697625,81.05194049469661,83.44200278551853,24.4645,415.6052222222222,
1,VER,Red Bull Racing,1.0,5.0,Finished,2024,Austrian,11,Race,True,2.6666666666666665,2.2,0.0,70.07503225806451,80.86237460440535,83.12520765738005,24.0095,414.7556666666667,259.36100000000005
27,HUL,Haas F1 Team,9.0,6.0,Finished,2024,Austrian,11,Race,True,13.666666666666666,12.6,0.2,71.124578125,83.11943207746141,88.86891810826546,21.75,25.628333333333373,24.57450000000002
11,PER,Red Bull Racing,8.0,7.0,Finished,2024,Austrian,11,Race,True,14.666666666666666,11.2,0.4,71.05678125,83.56189141518534,88.70902583188729,27.56,26.772833333333335,24.9233
20,MAG,Haas F1 Team,12.0,8.0,Finished,2024,Austrian,11,Race,True,16.333333333333332,16.0,0.2,71.252734375,83.36076856652265,89.21086182018571,21.653,28.224833333333297,27.385633333333335
3,RIC,RB,11.0,9.0,Finished,2024,Austrian,11,Race,True,11.666666666666666,12.6,0.0,71.25875,82.79628961951165,84.92736484745933,21.1765,811.5786666666667,497.49979999999994
10,GAS,Alpine,13.0,10.0,Finished,2024,Austrian,11,Race,True,9.333333333333334,11.2,0.0,71.23601587301587,82.38822726941548,84.58045314273242,21.7755,810.1228333333333,496.64759999999995
16,LEC,Ferrari,6.0,11.0,Finished,2024,Austrian,11,Race,True,8.333333333333334,6.2,0.2,70.56770491803279,83.04790034280573,84.46836294579643,24.14725,805.0885,493.4585
31,OCO,Alpine,10.0,12.0,Finished,2024,Austrian,11,Race,True,12.333333333333334,12.2,0.2,71.36464615384615,83.35606699612326,89.06959325889845,21.727,25.68616666666667,24.5756
18,STR,Aston Martin,17.0,13.0,Lapped,2024,Austrian,11,Race,True,11.666666666666666,12.2,0.0,71.526125,82.45359004329003,84.53422164502163,21.500999999999998,416.9986666666667,260.79240000000004
22,TSU,RB,14.0,14.0,Lapped,2024,Austrian,11,Race,True,13.666666666666666,11.6,0.0,71.5127142857143,82.68662272727273,84.70120251567398,22.4635,808.3854444444445,495.4304666666667
23,ALB,Williams,16.0,15.0,Lapped,2024,Austrian,11,Race,True,14.666666666666666,16.4,0.4,71.508078125,83.44432899835796,85.16596406568144,21.6985,809.4391666666667,496.81625
77,BOT,Kick Sauber,18.0,16.0,Lapped,2024,Austrian,11,Race,True,14.0,15.2,0.0,71.628828125,82.97926722862428,85.06698586908945,21.932000000000002,418.93149999999997,262.06180000000006
24,ZHO,Kick Sauber,20.0,17.0,Lapped,2024,Austrian,11,Race,True,14.666666666666666,14.6,0.0,71.88746774193548,83.32079845679011,85.25546594749636,22.351,422.9136111111111,264.3931666666666
14,ALO,Aston Martin,15.0,18.0,Lapped,2024,Austrian,11,Race,True,9.666666666666666,11.4,0.0,71.488,82.31930816614927,84.51185043160446,25.989,811.8476666666667,497.69819999999993
2,SAR,Williams,19.0,19.0,Lapped,2024,Austrian,11,Race,True,18.333333333333332,18.4,0.4,72.05865573770492,84.44374463937622,86.04234323971203,25.449666666666662,420.4703333333334,261.37659999999994
4,NOR,McLaren,2.0,20.0,Lapped,2024,Austrian,11,Race,True,2.6666666666666665,2.2,0.0,70.22994545454546,80.96056706349208,83.17467772962065,21.459,803.6948333333333,492.5959
44,HAM,Mercedes,2.0,1.0,Finished,2024,British,12,Race,True,3.6666666666666665,4.8,0.0,93.62295652173913,78.48959631661442,79.03264861885187,29.512999999999998,23.887722222222223,260.17663333333337
1,VER,Red Bull Racing,4.0,2.0,Finished,2024,British,12,Race,True,2.3333333333333335,2.8,0.0,93.9761489361702,78.09283130303946,78.70365577565961,28.811,23.401333333333337,259.71310000000005
4,NOR,McLaren,3.0,3.0,Finished,2024,British,12,Race,True,8.0,6.0,0.0,93.96191304347825,78.18743777056278,78.79469882052976,29.552,22.403166666666664,492.4772999999999
81,PIA,McLaren,5.0,4.0,Finished,2024,British,12,Race,True,4.666666666666667,4.0,0.0,93.948,78.46393028442863,78.99710045135893,29.468,22.27916666666667,490.7999000000001
55,SAI,Ferrari,7.0,5.0,Finished,2024,British,12,Race,True,8.333333333333334,6.6,0.2,94.39447727272727,79.76092558571372,79.80100447423526,28.954666666666668,23.11633333333333,485.32520000000005
27,HUL,Haas F1 Team,6.0,6.0,Finished,2024,British,12,Race,True,9.333333333333334,11.6,0.2,95.00278723404256,79.3012856045082,82.73192153814351,29.9615,22.942666666666707,24.287100000000024
18,STR,Aston Martin,8.0,7.0,Finished,2024,British,12,Race,True,11.333333333333334,11.4,0.0,95.07093617021276,79.64815075757575,80.18939902597401,29.244500000000002,22.92483333333333,260.52500000000003
14,ALO,Aston Martin,10.0,8.0,Finished,2024,British,12,Race,True,12.0,13.2,0.0,94.8788085106383,79.30719857710818,80.14702489968957,29.5485,24.094333333333484,498.4244
23,ALB,Williams,9.0,9.0,Finished,2024,British,12,Race,True,16.666666666666668,15.8,0.4,94.52993333333333,80.5579817066913,80.78383683353859,32.134,22.987333333333336,496.64335
22,TSU,RB,13.0,10.0,Finished,2024,British,12,Race,True,15.666666666666666,13.0,0.0,95.24195744680851,79.8657274891775,80.40105787281684,29.8105,23.42761111111111,495.4765666666666
2,SAR,Williams,12.0,11.0,Finished,2024,British,12,Race,True,19.666666666666668,18.2,0.2,95.37504347826088,81.66268544083341,81.64340165998027,31.146,418.59288888888887,261.8779333333333
20,MAG,Haas F1 Team,17.0,12.0,Finished,2024,British,12,Race,True,12.333333333333334,13.8,0.2,95.12634042553192,79.61944838643791,82.94566107613808,30.0245,25.00549999999996,26.84003333333333
3,RIC,RB,15.0,13.0,Lapped,2024,British,12,Race,True,10.666666666666666,11.4,0.0,95.53711111111112,79.6928864663585,80.44374750052054,29.3885,23.479166666666668,497.2081
16,LEC,Ferrari,11.0,14.0,Lapped,2024,British,12,Race,True,11.666666666666666,7.8,0.2,95.46004651162791,80.42412215758858,80.13294559606965,28.94333333333333,27.221249999999998,493.92895
77,BOT,Kick Sauber,16.0,15.0,Lapped,2024,British,12,Race,True,15.0,15.2,0.0,96.15380434782608,80.06589068813132,80.69972596217455,31.0545,23.2255,261.80010000000004
31,OCO,Alpine,18.0,16.0,Lapped,2024,British,12,Race,True,10.666666666666666,12.6,0.2,96.48714634146341,79.54086995136011,82.95445106109625,28.7935,22.705166666666667,24.3057
11,PER,Red Bull Racing,20.0,17.0,Lapped,2024,British,12,Race,True,11.0,11.8,0.4,96.80021951219513,80.05492584315145,82.83268684379206,29.689999999999998,26.102500000000003,26.0017
24,ZHO,Kick Sauber,14.0,18.0,Lapped,2024,British,12,Race,True,15.0,15.2,0.0,97.55578048780487,80.30996825965751,80.92185736822388,30.27375,28.536444444444445,264.25836666666663
63,RUS,Mercedes,1.0,19.0,Retired,2024,British,12,Race,False,2.6666666666666665,4.0,0.0,94.07335714285715,78.3733011000341,78.96605788325095,32.139,23.74533333333333,494.0912
10,GAS,Alpine,19.0,20.0,Did not start,2024,British,12,Race,False,9.333333333333334,10.8,0.0,,,,,,
81,PIA,McLaren,2.0,1.0,Finished,2024,Hungarian,13,Race,True,4.333333333333333,4.0,0.0,83.324515625,81.46625776980873,81.57278711802559,21.764000000000003,24.213333333333335,490.74930000000006
4,NOR,McLaren,1.0,2.0,Finished,2024,Hungarian,13,Race,True,8.333333333333334,6.2,0.0,83.40261538461539,81.26306949934124,81.41471193769999,21.502499999999998,24.348666666666663,492.41909999999996
44,HAM,Mercedes,5.0,3.0,Finished,2024,Hungarian,13,Race,True,2.6666666666666665,3.8,0.0,83.54330769230769,81.38196970264868,81.49528060116579,21.621499999999997,25.200166666666664,260.15863333333334
16,LEC,Ferrari,6.0,4.0,Finished,2024,Hungarian,13,Race,True,10.0,10.0,0.2,83.5910923076923,81.96792260770111,83.03429049161558,21.7625,25.007694444444443,493.6712166666666
1,VER,Red Bull Racing,3.0,5.0,Finished,2024,Hungarian,13,Race,True,2.6666666666666665,3.0,0.0,83.67731746031747,81.20847023414382,81.32766100149016,21.786,24.935833333333335,259.4175000000001
55,SAI,Ferrari,4.0,6.0,Finished,2024,Hungarian,13,Race,True,4.666666666666667,6.6,0.2,83.62504615384614,81.61728164631978,82.44006659544738,21.516,24.117555555555555,485.02333333333337
11,PER,Red Bull Racing,16.0,7.0,Finished,2024,Hungarian,13,Race,True,10.666666666666666,13.6,0.4,83.81753846153846,82.64316974559047,83.70853500155023,21.191499999999998,26.302999999999997,27.5137
63,RUS,Mercedes,17.0,8.0,Finished,2024,Hungarian,13,Race,True,8.0,6.4,0.2,83.92527692307692,81.44920631117516,81.5565810359603,21.3455,25.811666666666667,494.57160000000005
22,TSU,RB,10.0,9.0,Finished,2024,Hungarian,13,Race,True,14.333333333333334,13.0,0.0,84.68425757575757,82.6686405775076,82.96290798286819,21.478,24.826777777777778,495.48606666666666
18,STR,Aston Martin,8.0,10.0,Finished,2024,Hungarian,13,Race,True,11.333333333333334,11.0,0.0,84.38504615384616,82.55288705673757,82.79156626001658,22.8765,24.44616666666667,260.3483
14,ALO,Aston Martin,7.0,11.0,Finished,2024,Hungarian,13,Race,True,12.666666666666666,11.0,0.0,84.53795384615384,82.4145915374444,82.66494660181722,22.2085,25.905333333333488,498.2160999999999
3,RIC,RB,9.0,12.0,Lapped,2024,Hungarian,13,Race,True,12.333333333333334,11.4,0.0,84.814703125,82.70853562460768,83.03694599392921,21.237,24.253833333333333,497.0602
27,HUL,Haas F1 Team,11.0,13.0,Lapped,2024,Hungarian,13,Race,True,7.666666666666667,10.6,0.2,84.976703125,82.23154801585572,83.09713231828536,22.465,24.768833333333372,25.719300000000022
23,ALB,Williams,13.0,14.0,Lapped,2024,Hungarian,13,Race,True,14.0,13.6,0.2,85.05559375,82.47357853208813,83.27419969068144,22.831,25.4385,496.43
20,MAG,Haas F1 Team,15.0,15.0,Lapped,2024,Hungarian,13,Race,True,12.333333333333334,13.8,0.2,85.178890625,82.59801937795508,83.29227610001998,22.188,25.915833333333296,27.270400000000002
77,BOT,Kick Sauber,12.0,16.0,Lapped,2024,Hungarian,13,Race,True,15.666666666666666,14.6,0.0,85.157328125,83.11524971316426,83.34408683173977,22.0165,25.300333333333338,261.9562
2,SAR,Williams,14.0,17.0,Lapped,2024,Hungarian,13,Race,True,16.666666666666668,17.0,0.2,84.95251612903225,83.16582956321668,84.15298662681889,21.659333333333333,26.340055555555555,263.6013333333333
31,OCO,Alpine,19.0,18.0,Lapped,2024,Hungarian,13,Race,True,12.666666666666666,13.0,0.2,85.0430806451613,82.81613301756221,83.58399869673588,21.495333333333335,24.150333333333336,25.515800000000002
24,ZHO,Kick Sauber,18.0,19.0,Lapped,2024,Hungarian,13,Race,True,16.0,15.8,0.0,85.3748125,83.44166052102456,83.88112872002213,22.054000000000002,25.326583333333332,264.2731166666666
10,GAS,Alpine,20.0,20.0,Retired,2024,Hungarian,13,Race,False,13.0,11.6,0.2,85.58578571428572,79.38475700486521,80.16686936081386,21.397,23.517666666666667,496.4982999999999
44,HAM,Mercedes,3.0,1.0,Finished,2024,Belgian,14,Race,True,2.6666666666666665,3.0,0.0,108.00513157894736,82.62129640468227,82.52701063277802,22.9315,25.199666666666662,24.559533333333377
81,PIA,McLaren,5.0,2.0,Finished,2024,Belgian,14,Race,True,2.3333333333333335,3.8,0.0,108.03664102564103,82.58070833333333,82.53286129565717,23.464,24.025500000000005,23.613900000000093
16,LEC,Ferrari,1.0,3.0,Finished,2024,Belgian,14,Race,True,9.666666666666666,10.6,0.2,108.27151282051283,83.20628124578434,84.06470105841719,23.3855,24.951027777777778,26.473916666666668
1,VER,Red Bull Racing,11.0,4.0,Finished,2024,Belgian,14,Race,True,4.0,2.8,0.0,108.18266666666666,82.57616621818407,82.3863920611212,23.0325,24.86883333333333,24.160200000000046
4,NOR,McLaren,4.0,5.0,Finished,2024,Belgian,14,Race,True,8.333333333333334,5.8,0.0,108.22872972972974,82.53149129421303,82.38536834795639,22.68,24.171166666666664,23.6528
55,SAI,Ferrari,7.0,6.0,Finished,2024,Belgian,14,Race,True,4.666666666666667,7.2,0.2,108.48075,82.835636013986,83.46046003674292,22.972,23.882388888888887,23.963933333333333
11,PER,Red Bull Racing,2.0,7.0,Finished,2024,Belgian,14,Race,True,10.333333333333334,11.4,0.2,108.52286486486487,83.89151307457786,84.15650710063758,22.635,26.147166666666664,25.837799999999998
14,ALO,Aston Martin,8.0,8.0,Finished,2024,Belgian,14,Race,True,12.333333333333334,11.0,0.0,109.55558536585367,83.63492078559739,83.46767161762334,23.116,25.91533333333349,24.808
31,OCO,Alpine,9.0,9.0,Finished,2024,Belgian,14,Race,True,15.333333333333334,13.2,0.0,109.16564102564102,84.29829104682362,84.030567368141,23.4755,24.005277777777778,23.680866666666667
3,RIC,RB,13.0,10.0,Finished,2024,Belgian,14,Race,True,11.333333333333334,11.4,0.0,109.1088205128205,83.87018807870372,83.88609472703732,22.444000000000003,23.933999999999997,24.212600000000002
18,STR,Aston Martin,15.0,11.0,Finished,2024,Belgian,14,Race,True,10.0,10.2,0.0,109.724525,83.66070244135297,83.68008691935724,22.884,24.540666666666667,24.1791
23,ALB,Williams,10.0,12.0,Finished,2024,Belgian,14,Race,True,12.666666666666666,14.6,0.2,109.41938461538462,83.69786840277777,84.25189444068145,23.1865,25.5545,24.785400000000003
10,GAS,Alpine,12.0,13.0,Finished,2024,Belgian,14,Race,True,16.666666666666668,13.6,0.4,109.37846153846155,79.07370981871803,80.7972966791096,22.9395,22.343333333333334,494.7081999999999
20,MAG,Haas F1 Team,17.0,14.0,Finished,2024,Belgian,14,Race,True,11.666666666666666,12.8,0.0,109.86532500000001,83.85265514184397,83.83271524196913,23.58,24.621833333333296,25.4458
77,BOT,Kick Sauber,14.0,15.0,Finished,2024,Belgian,14,Race,True,15.666666666666666,15.2,0.0,109.62164102564101,84.31332019927537,84.30176090744399,23.136000000000003,25.001,24.549500000000045
22,TSU,RB,20.0,16.0,Finished,2024,Belgian,14,Race,True,11.0,13.2,0.0,110.02165853658536,83.81297643609345,83.9046794980197,23.423,24.584000000000003,24.31426666666667
2,SAR,Williams,18.0,17.0,Finished,2024,Belgian,14,Race,True,15.666666666666666,17.4,0.2,109.82542105263158,84.12873844833268,85.06312318595869,23.4205,26.084999999999997,261.7167999999999
27,HUL,Haas F1 Team,16.0,18.0,Finished,2024,Belgian,14,Race,True,8.333333333333334,9.4,0.0,109.90023684210526,83.70135616134752,83.57666943451343,23.448,24.72550000000004,24.250900000000023
24,ZHO,Kick Sauber,19.0,19.0,Retired,2024,Belgian,14,Race,False,18.0,16.4,0.0,112.23750000000001,84.93935357658012,84.77209955335547,,24.892916666666665,27.587416666666666
63,RUS,Mercedes,6.0,20.0,Disqualified,2024,Belgian,14,Race,False,9.333333333333334,7.0,0.2,108.41875609756097,82.80871391941393,82.62370747320728,22.684,24.977166666666665,24.9441
4,NOR,McLaren,1.0,1.0,Finished,2024,Dutch,15,Race,True,3.3333333333333335,6.4,0.0,75.22101449275362,95.19775271927445,87.08411072247377,21.52,24.578166666666664,23.4457
1,VER,Red Bull Racing,2.0,2.0,Finished,2024,Dutch,15,Race,True,3.6666666666666665,3.4,0.0,75.56573913043478,95.27871102105144,87.09707896588311,20.749,24.543166666666668,23.925200000000046
16,LEC,Ferrari,6.0,3.0,Finished,2024,Dutch,15,Race,True,7.0,7.4,0.0,75.57173913043478,95.77421721327768,87.5532745902617,20.821,24.69711111111111,24.034216666666666
81,PIA,McLaren,3.0,4.0,Finished,2024,Dutch,15,Race,True,2.3333333333333335,3.2,0.0,75.59642028985508,95.10305221688036,87.15198599201344,21.079,24.898666666666667,23.57360000000009
55,SAI,Ferrari,10.0,5.0,Finished,2024,Dutch,15,Race,True,5.666666666666667,5.2,0.0,75.62423529411765,95.50009114219114,87.39152821856109,20.686,24.480888888888888,23.368133333333333
11,PER,Red Bull Racing,5.0,6.0,Finished,2024,Dutch,15,Race,True,10.333333333333334,9.2,0.0,75.71608695652174,96.38020761286616,88.05398251263496,22.992,24.505499999999998,24.547099999999997
63,RUS,Mercedes,4.0,7.0,Finished,2024,Dutch,15,Race,True,15.666666666666666,10.4,0.4,75.53892537313433,95.47246338783168,87.33833039083268,21.3555,25.3895,24.2929
44,HAM,Mercedes,14.0,8.0,Finished,2024,Dutch,15,Race,True,1.6666666666666667,2.4,0.0,75.53776119402984,95.05713193099807,87.13886967584021,21.1185,24.688666666666663,24.030700000000046
10,GAS,Alpine,9.0,9.0,Lapped,2024,Dutch,15,Race,True,17.666666666666668,14.4,0.4,76.34305970149254,88.73342104192103,86.62370365346858,22.581,22.037333333333333,22.977899999999998
14,ALO,Aston Martin,7.0,10.0,Lapped,2024,Dutch,15,Race,True,9.0,11.4,0.0,76.41975,96.32411590754862,88.26746276486816,21.279,24.95766666666682,24.6081
27,HUL,Haas F1 Team,12.0,11.0,Lapped,2024,Dutch,15,Race,True,12.333333333333334,10.8,0.0,76.49642647058823,96.62657573371594,88.31431680293448,21.731,25.29150000000004,24.043900000000022
3,RIC,RB,13.0,12.0,Lapped,2024,Dutch,15,Race,True,11.666666666666666,11.8,0.0,76.48663235294119,96.48687824964388,88.4098261023287,20.706,24.3565,23.288500000000003
18,STR,Aston Martin,8.0,13.0,Lapped,2024,Dutch,15,Race,True,9.333333333333334,11.0,0.0,76.54157352941176,96.39350244135296,88.35364646481179,21.642,25.001666666666665,23.8198
23,ALB,Williams,19.0,14.0,Lapped,2024,Dutch,15,Race,True,11.666666666666666,13.6,0.0,76.47821212121212,96.3349705662393,88.3791427923298,21.1155,26.0505,24.4666
31,OCO,Alpine,15.0,15.0,Lapped,2024,Dutch,15,Race,True,14.333333333333334,13.0,0.0,76.87457352941176,96.89862267075524,88.53142414469778,21.033,24.588111111111115,23.484366666666666
2,SAR,Williams,18.0,16.0,Lapped,2024,Dutch,15,Race,True,15.0,16.8,0.0,77.07935294117647,96.7176602199749,88.85508517426277,22.098,25.408611111111114,24.819999999999954
22,TSU,RB,11.0,17.0,Lapped,2024,Dutch,15,Race,True,11.666666666666666,13.6,0.0,76.83322727272729,96.64929118638382,88.54236756897315,21.054000000000002,24.903833333333335,23.876266666666666
20,MAG,Haas F1 Team,20.0,18.0,Lapped,2024,Dutch,15,Race,True,13.666666666666666,13.2,0.0,76.98301492537314,96.72351868351065,88.56765475177306,21.391,25.26416666666663,24.7031
77,BOT,Kick Sauber,16.0,19.0,Lapped,2024,Dutch,15,Race,True,15.333333333333334,15.6,0.0,77.01363076923077,96.9775911661557,88.82494365802674,20.947499999999998,25.40233333333333,24.21070000000005
24,ZHO,Kick Sauber,17.0,20.0,Lapped,2024,Dutch,15,Race,True,18.666666666666668,17.2,0.2,77.39075,98.38936432926829,89.58745881261474,21.598,,
16,LEC,Ferrari,4.0,1.0,Finished,2024,Italian,16,Race,True,3.3333333333333335,7.0,0.0,83.94936,89.14478141954663,86.69241913766012,24.419,21.98966666666667,23.81191666666667
81,PIA,McLaren,2.0,2.0,Finished,2024,Italian,16,Race,True,2.3333333333333335,2.6,0.0,83.542,88.98585898016536,86.27503726309922,24.270000000000003,22.102333333333334,23.323900000000094
4,NOR,McLaren,1.0,3.0,Finished,2024,Italian,16,Race,True,2.6666666666666665,6.2,0.0,83.57925531914893,88.95078653569958,86.2088436210245,24.518,21.900833333333335,23.3427
55,SAI,Ferrari,5.0,4.0,Finished,2024,Italian,16,Race,True,5.666666666666667,5.0,0.0,84.21185714285716,89.24334381598794,86.52237866721514,24.316,21.724666666666668,23.061033333333334
44,HAM,Mercedes,6.0,5.0,Finished,2024,Italian,16,Race,True,4.0,3.4,0.0,83.89727083333334,89.0287334884283,86.2813563974048,24.4715,21.890500000000003,23.929800000000046
1,VER,Red Bull Racing,7.0,6.0,Finished,2024,Italian,16,Race,True,3.6666666666666665,3.6,0.0,84.124375,89.14190775247296,86.29538089033073,26.018500000000003,21.855833333333333,23.677600000000044
63,RUS,Mercedes,3.0,7.0,Finished,2024,Italian,16,Race,True,11.666666666666666,11.0,0.4,83.955,89.29431946459074,86.47676464578743,29.518,21.795,23.7942
11,PER,Red Bull Racing,8.0,8.0,Finished,2024,Italian,16,Race,True,6.666666666666667,8.8,0.0,84.49920833333333,89.35216342764168,87.18269820902404,24.305500000000002,22.272833333333335,24.8137
23,ALB,Williams,9.0,9.0,Finished,2024,Italian,16,Race,True,13.333333333333334,12.8,0.0,85.11282978723403,90.31773016219891,87.39824038898601,24.8,22.37766666666667,24.193099999999998
20,MAG,Haas F1 Team,13.0,10.0,Finished,2024,Italian,16,Race,True,15.666666666666666,13.4,0.0,84.93059183673469,90.67574351679104,87.68126107018102,25.669,22.386333333333294,23.7673
14,ALO,Aston Martin,11.0,11.0,Finished,2024,Italian,16,Race,True,9.666666666666666,11.0,0.0,84.73710638297872,90.17109640400251,87.37601954452916,24.718,22.20116666666682,24.4282
43,COL,Williams,18.0,12.0,Finished,2024,Italian,16,Race,True,,,,85.37216000000001,,,25.187,,
3,RIC,RB,12.0,13.0,Finished,2024,Italian,16,Race,True,11.333333333333334,11.2,0.0,85.22069387755103,90.13671866358722,87.44120342037456,30.393,21.462333333333333,22.9904
31,OCO,Alpine,15.0,14.0,Lapped,2024,Italian,16,Race,True,14.0,14.0,0.0,85.76504081632653,90.36109840007136,87.78701753910472,24.194,22.001277777777776,23.30486666666667
